userId,sessionId,artist,firstName,gender,itemInSession,lastName,length,level,location,song
49,987,Eric Clapton,Chloe,F,14,Cuevas,271.80363,paid,"San Francisco-Oakland-Hayward, CA",Tears In Heaven
80,965,,Tegan,F,0,Levine,,paid,"Portland-South Portland, ME",
36,957,,Matthew,M,36,Jones,,paid,"Janesville-Beloit, WI",
36,957,Kate Winslet,Matthew,M,37,Jones,106.73587,paid,"Janesville-Beloit, WI",What If (Film Version)
49,987,Roadrunner United,Chloe,F,15,Cuevas,285.02159,paid,"San Francisco-Oakland-Hayward, CA",The Enemy (Album Version)
36,957,Flogging Molly,Matthew,M,38,Jones,260.75383,paid,"Janesville-Beloit, WI",Punch Drunk Grinning Soul
49,987,Apocalyptica,Chloe,F,16,Cuevas,206.15791,paid,"San Francisco-Oakland-Hayward, CA",Quutamo
36,957,Blind Melon,Matthew,M,39,Jones,214.72608,paid,"Janesville-Beloit, WI",Mouthful Of Cavities
49,987,Killswitch Engage,Chloe,F,17,Cuevas,254.45832,paid,"San Francisco-Oakland-Hayward, CA",In A Dead World (Album Version)
36,957,Charlie Wilson featuring Snoop Dogg,Matthew,M,40,Jones,231.70567,paid,"Janesville-Beloit, WI",Let It Out
49,987,Black Eyed Peas,Chloe,F,18,Cuevas,229.61587,paid,"San Francisco-Oakland-Hayward, CA",Let's Get It Started
49,987,,Chloe,F,19,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",
36,957,Coldplay,Matthew,M,41,Jones,139.12771,paid,"Janesville-Beloit, WI",Don't Panic
36,957,Tori Amos Featuring Damien Rice,Matthew,M,42,Jones,215.82322,paid,"Janesville-Beloit, WI",The Power of Orange Knickers
36,957,Abba,Matthew,M,43,Jones,213.05424,paid,"Janesville-Beloit, WI",Summer Night City
36,957,Blu Cantrell Featuring Foxy Brown,Matthew,M,44,Jones,250.69669,paid,"Janesville-Beloit, WI",Hit 'Em Up Style (Oops!)
36,957,Keyshia Cole / T.I. / Missy Elliott / Young Dro,Matthew,M,45,Jones,220.08118,paid,"Janesville-Beloit, WI",Let It Go
36,957,Maroon 5,Matthew,M,46,Jones,152.842,paid,"Janesville-Beloit, WI",Can't Stop
36,957,Angels and Airwaves,Matthew,M,47,Jones,302.05342,paid,"Janesville-Beloit, WI",The Gift
36,957,Silversun Pickups,Matthew,M,48,Jones,348.23791,paid,"Janesville-Beloit, WI",Lazy Eye [Jason Bentley Remix]
36,957,,Matthew,M,49,Jones,,paid,"Janesville-Beloit, WI",
36,957,,Matthew,M,50,Jones,,paid,"Janesville-Beloit, WI",
88,969,65daysofstatic,Mohammad,M,0,Rodriguez,264.98567,paid,"Sacramento--Roseville--Arden-Arcade, CA",Drove Through Ghosts to Get Here
36,957,Los Abuelos De La Nada,Matthew,M,51,Jones,122.27873,paid,"Janesville-Beloit, WI",Se Me OlvidÃÂ³ Que Te OlvidÃÂ©
36,957,STRATOVARIUS,Matthew,M,52,Jones,442.06975,paid,"Janesville-Beloit, WI",Soul Of A Vagabond
88,969,Young Money featuring Lloyd,Mohammad,M,1,Rodriguez,196.33587,paid,"Sacramento--Roseville--Arden-Arcade, CA",BedRock (Radio Edit) (feat.Lloyd)
88,969,The Human League,Mohammad,M,2,Rodriguez,225.17506,paid,"Sacramento--Roseville--Arden-Arcade, CA",(Keep Feeling) Fascination (2003 Digital Remaster)
36,957,Enya,Matthew,M,53,Jones,185.7824,paid,"Janesville-Beloit, WI",Aldebaran
88,969,Alceu ValenÃÂ§a,Mohammad,M,3,Rodriguez,176.56118,paid,"Sacramento--Roseville--Arden-Arcade, CA",Eu Te Amo
36,957,Nickel Creek,Matthew,M,54,Jones,225.69751,paid,"Janesville-Beloit, WI",In The House Of Tom Bombadil
28,270,,Brantley,M,0,West,,free,"Portland-Vancouver-Hillsboro, OR-WA",
28,270,Linkin Park,Brantley,M,1,West,208.95302,free,"Portland-Vancouver-Hillsboro, OR-WA",Crawling (Album Version)
88,969,Matisyahu,Mohammad,M,4,Rodriguez,222.37995,paid,"Sacramento--Roseville--Arden-Arcade, CA",King Without A Crown
36,957,Bryn Terfel / Berliner Philharmoniker / Claudio Abbado,Matthew,M,55,Jones,967.36608,paid,"Janesville-Beloit, WI",Wotan's Farewell & Magic Fire Music
88,969,Jens Lekman,Mohammad,M,5,Rodriguez,210.46812,paid,"Sacramento--Roseville--Arden-Arcade, CA",Someone To Share My Life With
88,969,Propellerheads,Mohammad,M,6,Rodriguez,239.3073,paid,"Sacramento--Roseville--Arden-Arcade, CA",Take California
80,992,Daft Punk,Tegan,F,0,Levine,286.6673,paid,"Portland-South Portland, ME",Human After All (SebastiAn Remix )
88,969,Edward Sharpe & The Magnetic Zeros,Mohammad,M,7,Rodriguez,306.31138,paid,"Sacramento--Roseville--Arden-Arcade, CA",Home
80,992,The Feeling,Tegan,F,1,Levine,227.36934,paid,"Portland-South Portland, ME",I Want You Now
88,969,Crystal Castles,Mohammad,M,8,Rodriguez,186.38322,paid,"Sacramento--Roseville--Arden-Arcade, CA",Untrust us
80,992,The Black Keys,Tegan,F,2,Levine,152.52853,paid,"Portland-South Portland, ME",Busted
36,957,Timbaland / Keri Hilson / D.O.E.,Matthew,M,56,Jones,179.25179,paid,"Janesville-Beloit, WI",The Way I Are
88,969,Oliver Koletzki,Mohammad,M,9,Rodriguez,609.48853,paid,"Sacramento--Roseville--Arden-Arcade, CA",Nascita Of The Monsters
80,992,Josh Groban,Tegan,F,3,Levine,152.0322,paid,"Portland-South Portland, ME",Lullaby [With Ladysmith Black Mambazo] (Album Version)
36,957,Moonspell,Matthew,M,57,Jones,293.642,paid,"Janesville-Beloit, WI",Hers is the twilight
80,992,Alliance Ethnik,Tegan,F,4,Levine,252.21179,paid,"Portland-South Portland, ME",ReprÃÂ©sente
80,992,Silverchair,Tegan,F,5,Levine,267.88526,paid,"Portland-South Portland, ME",Tomorrow
36,957,Blood Red Shoes,Matthew,M,58,Jones,186.90567,paid,"Janesville-Beloit, WI",Don't Ask
36,957,Kurd Maverick,Matthew,M,59,Jones,480.46975,paid,"Janesville-Beloit, WI",Let's Work
88,969,Deadmau5,Mohammad,M,10,Rodriguez,429.94893,paid,"Sacramento--Roseville--Arden-Arcade, CA",Arguru
88,969,Usher Featuring Lil' Jon & Ludacris,Mohammad,M,11,Rodriguez,250.38322,paid,"Sacramento--Roseville--Arden-Arcade, CA",Yeah!
80,992,,Tegan,F,6,Levine,,paid,"Portland-South Portland, ME",
36,957,The Aztext,Matthew,M,60,Jones,259.21261,paid,"Janesville-Beloit, WI",Learn to Talk
88,969,Rey Ruiz,Mohammad,M,12,Rodriguez,301.87057,paid,"Sacramento--Roseville--Arden-Arcade, CA",Por Amarte AsÃÂ­
36,957,BjÃÂ¶rk,Matthew,M,61,Jones,348.57751,paid,"Janesville-Beloit, WI",Undo
88,969,LeAnn Rimes,Mohammad,M,13,Rodriguez,217.25995,paid,"Sacramento--Roseville--Arden-Arcade, CA",Probably Wouldn't Be This Way (Dann Huff remix)
36,957,Jagged Edge,Matthew,M,62,Jones,195.21261,paid,"Janesville-Beloit, WI",Addicted To Your Love
80,992,Gorillaz,Tegan,F,7,Levine,183.53587,paid,"Portland-South Portland, ME",Rock The House (Radio Edit)
88,969,Guns N' Roses,Mohammad,M,14,Rodriguez,193.14893,paid,"Sacramento--Roseville--Arden-Arcade, CA",Used To Love Her
36,957,Verdena,Matthew,M,63,Jones,241.162,paid,"Janesville-Beloit, WI",Phantastica
80,992,Angus & Julia Stone,Tegan,F,8,Levine,218.8273,paid,"Portland-South Portland, ME",Soldier
88,969,Tegan And Sara,Mohammad,M,15,Rodriguez,180.29669,paid,"Sacramento--Roseville--Arden-Arcade, CA",Relief Next To Me (Album Version)
36,957,BjÃÂ¶rk,Matthew,M,64,Jones,348.57751,paid,"Janesville-Beloit, WI",Undo
80,992,Andrew Gold,Tegan,F,9,Levine,282.01751,paid,"Portland-South Portland, ME",Thank You for Being a Friend
88,969,Platero Y Tu,Mohammad,M,16,Rodriguez,133.61587,paid,"Sacramento--Roseville--Arden-Arcade, CA",Imanol
77,707,My Chemical Romance,Magdalene,F,0,Herman,311.11791,free,"Dallas-Fort Worth-Arlington, TX",Welcome To The Black Parade (Album Version)
88,969,Justin Bieber,Mohammad,M,17,Rodriguez,220.89098,paid,"Sacramento--Roseville--Arden-Arcade, CA",Somebody To Love
80,992,BlÃÂ¸f,Tegan,F,10,Levine,294.29506,paid,"Portland-South Portland, ME",Aanzoek Zonder Ringen (met Kodo)
36,957,Avenged Sevenfold,Matthew,M,65,Jones,312.11057,paid,"Janesville-Beloit, WI",Bat Country (Album Version)
88,969,KMC Feat. Dhany,Mohammad,M,18,Rodriguez,483.81342,paid,"Sacramento--Roseville--Arden-Arcade, CA",I Feel So Fine 
77,707,Kings Of Leon,Magdalene,F,1,Herman,201.79546,free,"Dallas-Fort Worth-Arlington, TX",Revelry
80,992,Faith No More,Tegan,F,11,Levine,257.802,paid,"Portland-South Portland, ME",Midlife Crisis
36,957,Lily Allen,Matthew,M,66,Jones,197.45914,paid,"Janesville-Beloit, WI",Him
36,957,,Matthew,M,67,Jones,,paid,"Janesville-Beloit, WI",
77,707,Framing Hanley,Magdalene,F,2,Herman,230.08608,free,"Dallas-Fort Worth-Arlington, TX",Alone In This Bed (Capeside)
36,957,Andrew Jackson Jihad,Matthew,M,68,Jones,74.97098,paid,"Janesville-Beloit, WI",Brave as a Noun
80,992,Twista,Tegan,F,12,Levine,223.03302,paid,"Portland-South Portland, ME",Girl Tonite [Featuring Trey Songz] [Explicit Album Version]
88,969,Sisqo,Mohammad,M,19,Rodriguez,253.49179,paid,"Sacramento--Roseville--Arden-Arcade, CA",Thong Song
77,707,Underworld,Magdalene,F,3,Herman,158.4322,free,"Dallas-Fort Worth-Arlington, TX",To Heal
36,957,Paramore,Matthew,M,69,Jones,267.65016,paid,"Janesville-Beloit, WI",The Only Exception (Album Version)
77,707,Train,Magdalene,F,4,Herman,216.76363,free,"Dallas-Fort Worth-Arlington, TX",Hey_ Soul Sister
80,992,Die Mooskirchner,Tegan,F,13,Levine,169.29914,paid,"Portland-South Portland, ME",Frisch und g'sund
88,969,Ron Carter,Mohammad,M,20,Rodriguez,497.13587,paid,"Sacramento--Roseville--Arden-Arcade, CA",I CAN'T GET STARTED
36,957,Bo Kaspers Orkester,Matthew,M,70,Jones,259.36934,paid,"Janesville-Beloit, WI",Undantag
77,707,Kid Cudi / MGMT / Ratatat,Magdalene,F,5,Herman,295.67955,free,"Dallas-Fort Worth-Arlington, TX",Pursuit Of Happiness (nightmare)
36,957,Bacilos,Matthew,M,71,Jones,307.51302,paid,"Janesville-Beloit, WI",Viejo
36,957,,Matthew,M,72,Jones,,paid,"Janesville-Beloit, WI",
88,969,Alejandro Sanz,Mohammad,M,21,Rodriguez,277.2371,paid,"Sacramento--Roseville--Arden-Arcade, CA",Y solo se me ocurre amarte (Unplugged)
36,957,UNKLE,Matthew,M,73,Jones,295.54893,paid,"Janesville-Beloit, WI",Burn My Shadow
88,969,the bird and the bee,Mohammad,M,22,Rodriguez,225.17506,paid,"Sacramento--Roseville--Arden-Arcade, CA",My Love
55,773,TRUSTcompany,Martin,M,0,Johnson,194.2722,free,"Minneapolis-St. Paul-Bloomington, MN-WI",Take It All
36,957,Pixies,Matthew,M,74,Jones,229.3024,paid,"Janesville-Beloit, WI",Where Is My Mind?
80,992,,Tegan,F,14,Levine,,paid,"Portland-South Portland, ME",
88,969,Faith No More,Mohammad,M,23,Rodriguez,249.86077,paid,"Sacramento--Roseville--Arden-Arcade, CA",Last Cup Of Sorrow
36,957,Big Tymers,Matthew,M,75,Jones,289.95873,paid,"Janesville-Beloit, WI",Rocky
88,969,The Darkness,Mohammad,M,24,Rodriguez,217.05098,paid,"Sacramento--Roseville--Arden-Arcade, CA",I Believe In A Thing Called Love
36,957,D Black,Matthew,M,76,Jones,261.14567,paid,"Janesville-Beloit, WI",Mais E Mais Amor
88,969,Craig Mack,Mohammad,M,25,Rodriguez,218.04363,paid,"Sacramento--Roseville--Arden-Arcade, CA",Flava In Your Ear
80,992,DAVE MATTHEWS BAND,Tegan,F,15,Levine,71.81016,paid,"Portland-South Portland, ME",Grux
80,992,Sugar Pie DeSanto,Tegan,F,16,Levine,169.50812,paid,"Portland-South Portland, ME",Soulful Dress
88,969,Mickie Krause,Mohammad,M,26,Rodriguez,204.17261,paid,"Sacramento--Roseville--Arden-Arcade, CA",Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West)
80,992,Mikel Erentxun,Tegan,F,17,Levine,178.83383,paid,"Portland-South Portland, ME",Frases Mudas
88,969,Sigur RÃÂ³s,Mohammad,M,27,Rodriguez,333.63546,paid,"Sacramento--Roseville--Arden-Arcade, CA",Gong
80,992,Two Door Cinema Club,Tegan,F,18,Levine,190.56281,paid,"Portland-South Portland, ME",You Are Not Stubborn
80,992,Josh Turner,Tegan,F,19,Levine,208.84853,paid,"Portland-South Portland, ME",Firecracker
88,969,El Gran Combo De Puerto Rico,Mohammad,M,28,Rodriguez,226.89914,paid,"Sacramento--Roseville--Arden-Arcade, CA",Sin Salsa No Hay ParaÃÂ­so
80,992,The Black Keys,Tegan,F,20,Levine,156.18567,paid,"Portland-South Portland, ME",Heavy Soul 
88,969,Muse,Mohammad,M,29,Rodriguez,185.93914,paid,"Sacramento--Roseville--Arden-Arcade, CA",Yes Please
80,992,Rivers Cuomo,Tegan,F,21,Levine,219.48036,paid,"Portland-South Portland, ME",The World We Love So Much
88,969,Man Man,Mohammad,M,30,Rodriguez,222.45832,paid,"Sacramento--Roseville--Arden-Arcade, CA",Van Helsing Boombox
80,992,Four Tet,Tegan,F,22,Levine,276.76689,paid,"Portland-South Portland, ME",Untangle
88,969,Usher featuring will.i.am,Mohammad,M,31,Rodriguez,395.72853,paid,"Sacramento--Roseville--Arden-Arcade, CA",OMG
80,992,The Grateful Dead,Tegan,F,23,Levine,351.9473,paid,"Portland-South Portland, ME",Peggy-O [Studio Outtake]
88,969,Rilo Kiley,Mohammad,M,32,Rodriguez,270.99383,paid,"Sacramento--Roseville--Arden-Arcade, CA",I Never (Album Version)
80,992,Leonard Cohen,Tegan,F,24,Levine,267.67628,paid,"Portland-South Portland, ME",I'm Your Man
88,969,Justin Bieber,Mohammad,M,33,Rodriguez,191.55546,paid,"Sacramento--Roseville--Arden-Arcade, CA",Love Me
80,992,Olivier Darock,Tegan,F,25,Levine,391.10485,paid,"Portland-South Portland, ME",Miss You
88,969,Anjulie,Mohammad,M,34,Rodriguez,187.76771,paid,"Sacramento--Roseville--Arden-Arcade, CA",Addicted2Me
88,969,Rilo Kiley,Mohammad,M,35,Rodriguez,322.42893,paid,"Sacramento--Roseville--Arden-Arcade, CA",A Man/Me/Then Jim (Album Version)
80,992,Florence + The Machine,Tegan,F,26,Levine,258.55955,paid,"Portland-South Portland, ME",Cosmic Love
80,992,Daft Punk,Tegan,F,27,Levine,213.28934,paid,"Portland-South Portland, ME",Harder Better Faster Stronger (Alive Radio Edit 2007)
37,935,R. Kelly,Jordan,F,0,Hicks,297.37751,free,"Salinas, CA",Your Body's Callin'
80,992,Erykah Badu,Tegan,F,28,Levine,366.65424,paid,"Portland-South Portland, ME",Fall In Love (your funeral)
37,935,C.J. Lewis,Jordan,F,1,Hicks,201.27302,free,"Salinas, CA",Sweets For My Sweet
80,992,Modest Mouse,Tegan,F,29,Levine,190.35383,paid,"Portland-South Portland, ME",Here It Comes
80,992,Lil Wayne / Bobby Valentino / Kidd Kidd,Tegan,F,30,Levine,286.95465,paid,"Portland-South Portland, ME",Mrs. Officer
80,992,Pantera,Tegan,F,31,Levine,239.0722,paid,"Portland-South Portland, ME",Becoming [Live Version]
80,992,Foo Fighters,Tegan,F,32,Levine,252.52526,paid,"Portland-South Portland, ME",DOA
80,992,Jeremih,Tegan,F,33,Levine,220.55138,paid,"Portland-South Portland, ME",My Ride
80,992,Charttraxx Karaoke,Tegan,F,34,Levine,225.17506,paid,"Portland-South Portland, ME",Fireflies
80,992,Nirvana,Tegan,F,35,Levine,186.48771,paid,"Portland-South Portland, ME",Breed
80,992,Kanye West,Tegan,F,36,Levine,311.84934,paid,"Portland-South Portland, ME",Stronger
80,992,Kiuas,Tegan,F,37,Levine,265.24689,paid,"Portland-South Portland, ME",The New Chapter
80,992,Wet Wet Wet,Tegan,F,38,Levine,237.71383,paid,"Portland-South Portland, ME",Love Is All Around
80,992,Michael BublÃÂ©,Tegan,F,39,Levine,199.20934,paid,"Portland-South Portland, ME",Come Fly With Me (Album Version)
80,992,Jody McBrayer,Tegan,F,40,Levine,247.19628,paid,"Portland-South Portland, ME",To Ever Live Without Me
80,992,No Mercy,Tegan,F,41,Levine,240.8224,paid,"Portland-South Portland, ME",Please Don't Go
80,992,,Tegan,F,42,Levine,,paid,"Portland-South Portland, ME",
61,876,Coldplay,Samuel,M,0,Gonzalez,47.64689,free,"Houston-The Woodlands-Sugar Land, TX",Postcards From Far Away
61,876,Philippe Rochard,Samuel,M,1,Gonzalez,360.51546,free,"Houston-The Woodlands-Sugar Land, TX",Crumpshit
80,992,Samy Deluxe,Tegan,F,43,Levine,238.36689,paid,"Portland-South Portland, ME",Intro
80,992,Method Man,Tegan,F,44,Levine,196.75383,paid,"Portland-South Portland, ME",Method Man
61,876,America,Samuel,M,2,Gonzalez,219.19302,free,"Houston-The Woodlands-Sugar Land, TX",Love & Leaving
80,992,Pet Shop Boys With Dusty Springfield,Tegan,F,45,Levine,262.19057,paid,"Portland-South Portland, ME",What Have I Done To Deserve This? (2001 Digital Remaster)
61,876,Paramore,Samuel,M,3,Gonzalez,267.65016,free,"Houston-The Woodlands-Sugar Land, TX",The Only Exception (Album Version)
61,876,,Samuel,M,4,Gonzalez,,free,"Houston-The Woodlands-Sugar Land, TX",
80,992,The Offspring,Tegan,F,46,Levine,239.93424,paid,"Portland-South Portland, ME",We Are One
61,876,,Samuel,M,5,Gonzalez,,free,"Houston-The Woodlands-Sugar Land, TX",
61,876,Markus Schulz Feat. Departure,Samuel,M,6,Gonzalez,543.58159,free,"Houston-The Woodlands-Sugar Land, TX",Cause You Know
80,992,Lupe Fiasco feat. Nikki Jean,Tegan,F,47,Levine,242.49424,paid,"Portland-South Portland, ME",Hip-Hop Saved My Life (feat. Nikki Jean) (Explicit Album Version)
80,992,ISRAEL & NEW BREED,Tegan,F,48,Levine,469.52444,paid,"Portland-South Portland, ME",If Not For Your Grace
61,876,Florence + The Machine,Samuel,M,7,Gonzalez,80.87465,free,"Houston-The Woodlands-Sugar Land, TX",Bird Song Intro
80,992,Crash Romeo,Tegan,F,49,Levine,170.84036,paid,"Portland-South Portland, ME",Actions not words
80,992,Royksopp,Tegan,F,50,Levine,163.65669,paid,"Portland-South Portland, ME",Happy Up Here
80,992,Cage The Elephant,Tegan,F,51,Levine,241.162,paid,"Portland-South Portland, ME",In One Ear
80,992,The Unwinding Hours,Tegan,F,52,Levine,301.50485,paid,"Portland-South Portland, ME",There Are Worse Things Than Being Alone
80,992,Shakira,Tegan,F,53,Levine,159.05914,paid,"Portland-South Portland, ME",La Pared
80,992,Vader,Tegan,F,54,Levine,245.86404,paid,"Portland-South Portland, ME",Fight Fire With Fire
32,958,Combichrist,Lily,F,0,Burns,336.14322,free,"New York-Newark-Jersey City, NY-NJ-PA",red signal
80,992,Good Old War,Tegan,F,55,Levine,166.03383,paid,"Portland-South Portland, ME",Just Another Day
80,992,Regina Spektor,Tegan,F,56,Levine,122.43546,paid,"Portland-South Portland, ME",Baobabs (Bonus Album Version)
80,992,Cartola,Tegan,F,57,Levine,208.92689,paid,"Portland-South Portland, ME",Sala De RecepÃÂ§ÃÂ£o
80,992,The Offspring,Tegan,F,58,Levine,175.04608,paid,"Portland-South Portland, ME",Not the One (Album Version)
80,992,Nirvana,Tegan,F,59,Levine,257.01832,paid,"Portland-South Portland, ME",Lithium
80,992,The Radio Dept.,Tegan,F,60,Levine,163.36934,paid,"Portland-South Portland, ME",Where Damage Isn't Already Done
80,992,OlÃÂ© OlÃÂ©,Tegan,F,61,Levine,247.87546,paid,"Portland-South Portland, ME",Con sÃÂ³lo una mirada
80,992,Lady GaGa,Tegan,F,62,Levine,274.18077,paid,"Portland-South Portland, ME",Alejandro
80,992,The Temper Trap,Tegan,F,63,Levine,275.40853,paid,"Portland-South Portland, ME",Fools
80,992,The Avett Brothers,Tegan,F,64,Levine,244.29669,paid,"Portland-South Portland, ME",Go To Sleep
96,132,Hoobastank,Cierra,F,0,Finley,241.3971,free,"Richmond, VA",Say The Same
96,132,Mark Knopfler,Cierra,F,1,Finley,249.3122,free,"Richmond, VA",Why Aye Man
96,132,Mogwai,Cierra,F,2,Finley,341.28934,free,"Richmond, VA",We're No Here
96,132,The Casualties,Cierra,F,3,Finley,181.49832,free,"Richmond, VA",Punx Unite
6,424,,Cecilia,F,0,Owens,,free,"Atlanta-Sandy Springs-Roswell, GA",
26,433,The Living End,Ryan,M,0,Smith,188.62975,free,"San Jose-Sunnyvale-Santa Clara, CA",Roll On (Album Version)
16,402,Aloe Blacc,Rylan,M,0,George,244.1922,free,"Birmingham-Hoover, AL",I Need A Dollar
16,402,Faith No More,Rylan,M,1,George,326.50404,free,"Birmingham-Hoover, AL",Helpless
44,350,Chris Cornell,Aleena,F,0,Kirby,353.69751,paid,"Waterloo-Cedar Falls, IA",Sunshower (Great Expectations Soundtrack)
44,350,Weezer,Aleena,F,1,Kirby,203.93751,paid,"Waterloo-Cedar Falls, IA",My Name Is Jonas
44,350,Stream of Passion feat. Ayreon,Aleena,F,2,Kirby,257.56689,paid,"Waterloo-Cedar Falls, IA",Valley Of The Queens
44,350,Lupe Fiasco,Aleena,F,3,Kirby,273.94567,paid,"Waterloo-Cedar Falls, IA",Shining Down [feat. Matthew Santos] (Amended Album Version)
44,350,Tom Petty,Aleena,F,4,Kirby,263.23546,paid,"Waterloo-Cedar Falls, IA",Runnin' Down A Dream
44,350,The Killers,Aleena,F,5,Kirby,220.89098,paid,"Waterloo-Cedar Falls, IA",When You Were Young
44,350,Afghan Whigs,Aleena,F,6,Kirby,179.40853,paid,"Waterloo-Cedar Falls, IA",I'm Her Slave (Album)
44,350,CSS,Aleena,F,7,Kirby,213.75955,paid,"Waterloo-Cedar Falls, IA",Let's Make Love And Listen To Death From Above [Dan Carey Mix] (remastered album version)
44,350,Mos Def / Talib Kweli,Aleena,F,8,Kirby,141.37424,paid,"Waterloo-Cedar Falls, IA",History
44,350,Ryan Leslie,Aleena,F,9,Kirby,203.96363,paid,"Waterloo-Cedar Falls, IA",How It Was Supposed To Be
44,350,Mark Lowry,Aleena,F,10,Kirby,168.28036,paid,"Waterloo-Cedar Falls, IA",Get Together With The Lord (The Best Of Mark Lowry - Volume 2 Version)
44,350,Beirut,Aleena,F,11,Kirby,230.19057,paid,"Waterloo-Cedar Falls, IA",Nantes
44,350,MODESELEKTOR FEAT. PUPPETMASTAZ,Aleena,F,12,Kirby,52.79302,paid,"Waterloo-Cedar Falls, IA",THE DARK SIDE OF THE FROG
44,350,Kid Cudi / Kanye West / Common,Aleena,F,13,Kirby,237.76608,paid,"Waterloo-Cedar Falls, IA",Make Her Say
44,350,Julie Ruin,Aleena,F,14,Kirby,142.47138,paid,"Waterloo-Cedar Falls, IA",Breakout A-Town
44,350,Sons And Daughters,Aleena,F,15,Kirby,165.90322,paid,"Waterloo-Cedar Falls, IA",The Bell
44,350,Children 18:3,Aleena,F,16,Kirby,178.52036,paid,"Waterloo-Cedar Falls, IA",Mock The Music
44,350,Chris Cagle,Aleena,F,17,Kirby,232.85506,paid,"Waterloo-Cedar Falls, IA",Miss Me Baby
44,350,John Waite,Aleena,F,18,Kirby,269.76608,paid,"Waterloo-Cedar Falls, IA",Missing You
44,350,Basshunter,Aleena,F,19,Kirby,223.32036,paid,"Waterloo-Cedar Falls, IA",Walk On Water
44,350,Jay-Z / Lil Wayne,Aleena,F,20,Kirby,236.01587,paid,"Waterloo-Cedar Falls, IA",Hello Brooklyn 2.0
44,350,Snow Patrol,Aleena,F,21,Kirby,273.6322,paid,"Waterloo-Cedar Falls, IA",It's Beginning To Get To Me
44,350,Coldcut,Aleena,F,22,Kirby,203.07546,paid,"Waterloo-Cedar Falls, IA",Autumn Leaves
44,350,Magic Dirt,Aleena,F,23,Kirby,251.79383,paid,"Waterloo-Cedar Falls, IA",Plastic Loveless Letter
44,350,J. Karjalainen & Mustat Lasit,Aleena,F,24,Kirby,336.74404,paid,"Waterloo-Cedar Falls, IA",Sinisten tÃÂ¤htien alla
44,350,OneRepublic,Aleena,F,25,Kirby,224.67873,paid,"Waterloo-Cedar Falls, IA",Secrets
44,350,Nirvana,Aleena,F,26,Kirby,219.08853,paid,"Waterloo-Cedar Falls, IA",Come As You Are
52,359,,Theodore,M,0,Smith,,free,"Houston-The Woodlands-Sugar Land, TX",
44,350,Joyce Cooling,Aleena,F,27,Kirby,248.11057,paid,"Waterloo-Cedar Falls, IA",It's Time I Go (Jazz)
44,350,Beastie Boys,Aleena,F,28,Kirby,211.722,paid,"Waterloo-Cedar Falls, IA",Unite (2009 Digital Remaster)
44,350,Usher Featuring Lil' Jon & Ludacris,Aleena,F,29,Kirby,250.38322,paid,"Waterloo-Cedar Falls, IA",Yeah!
44,350,Nelly / Paul Wall / Ali & Gipp,Aleena,F,30,Kirby,272.50893,paid,"Waterloo-Cedar Falls, IA",Grillz
44,350,The Audition,Aleena,F,31,Kirby,207.20281,paid,"Waterloo-Cedar Falls, IA",The Running Man
44,350,Savage Garden,Aleena,F,32,Kirby,277.26322,paid,"Waterloo-Cedar Falls, IA",Truly Madly Deeply
44,350,Adam Green,Aleena,F,33,Kirby,141.00853,paid,"Waterloo-Cedar Falls, IA",Festival Song
44,350,Tom Petty,Aleena,F,34,Kirby,204.82567,paid,"Waterloo-Cedar Falls, IA",Square One (Album Version)
44,350,Muse,Aleena,F,35,Kirby,209.34485,paid,"Waterloo-Cedar Falls, IA",Supermassive Black Hole (Album Version)
37,304,The Gerbils,Jordan,F,0,Hicks,27.01016,free,"Salinas, CA",(iii)
37,304,Robert Plant,Jordan,F,1,Hicks,265.66485,free,"Salinas, CA",Dancing In Heaven (2006 Remastered LP Version)
37,304,Metallica,Jordan,F,2,Hicks,387.02975,free,"Salinas, CA",Welcome Home (Sanitarium)
37,304,Infected Mushroom,Jordan,F,3,Hicks,506.51383,free,"Salinas, CA",Deeply Disturbed
37,304,Eliza Doolittle,Jordan,F,4,Hicks,184.60689,free,"Salinas, CA",Rollerblades
37,304,Alvin And The Chipmunks,Jordan,F,5,Hicks,162.63791,free,"Salinas, CA",Ain't No Party
37,304,Chromeo,Jordan,F,6,Hicks,348.65587,free,"Salinas, CA",You're So Gangsta
66,387,Keisha White,Kevin,M,0,Arellano,251.42812,free,"Harrisburg-Carlisle, PA",Brother
66,387,Juanes,Kevin,M,1,Arellano,247.37914,free,"Harrisburg-Carlisle, PA",Damelo
39,180,,Walter,M,0,Frye,,free,"San Francisco-Oakland-Hayward, CA",
26,445,Karnivool,Ryan,M,0,Smith,470.80444,free,"San Jose-Sunnyvale-Santa Clara, CA",Umbra
6,444,WES,Cecilia,F,0,Owens,221.57016,free,"Atlanta-Sandy Springs-Roswell, GA",Alane
6,444,Asia 2001,Cecilia,F,1,Owens,150.30812,free,"Atlanta-Sandy Springs-Roswell, GA",Epilogue
61,384,Spike Milligan,Samuel,M,0,Gonzalez,220.39465,free,"Houston-The Woodlands-Sugar Land, TX",Nothing At All
69,378,Laura Izibor,Anabelle,F,0,Simpson,211.56526,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Carousel (PSILY Album Version)
32,426,,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",
