sessionId,itemInSession,artist,firstName,gender,lastName,length,level,location,song,userId
818,51,Tomas Bodin,Lily,F,Koch,396.53832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Back To The African Garden,15
818,52,Black Eyed Peas,Lily,F,Koch,326.86975,paid,"Chicago-Naperville-Elgin, IL-IN-WI",My Humps,15
818,53,Carolina Liar,Lily,F,Koch,240.45669,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Show Me What I'm Looking For (Album Version),15
818,54,Kansas,Lily,F,Koch,202.29179,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Dust in The Wind,15
818,55,Onar,Lily,F,Koch,306.6771,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Xehasmeni Melodia,15
818,56,Live,Lily,F,Koch,286.98077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Lakini's Juice,15
818,57,Abstract Rude,Lily,F,Koch,196.85832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Nuff Fire,15
818,58,Johnny Horton,Lily,F,Koch,131.81342,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Mean Mean Son Of A Gun,15
818,59,The Men They Couldn't Hang,Lily,F,Koch,251.14077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Ironmasters,15
818,60,Rilo Kiley,Lily,F,Koch,234.03057,paid,"Chicago-Naperville-Elgin, IL-IN-WI",The Absence Of God (Album Version),15
818,61,Shwayze,Lily,F,Koch,201.63873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Lost My Mind,15
818,62,Bram Vermeulen,Lily,F,Koch,251.42812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Mamma,15
818,63,Death Cab for Cutie,Lily,F,Koch,189.3873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",I Will Follow You into the Dark (Album Version),15
818,64,Dwight Yoakam,Lily,F,Koch,239.3073,paid,"Chicago-Naperville-Elgin, IL-IN-WI",You're The One,15
818,65,Jadakiss / Ghostface Killah / Raekwon,Lily,F,Koch,173.76608,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Cartel Gathering,15
818,66,Rosana,Lily,F,Koch,256.31302,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Si tu no estas,15
775,0,,Kaylee,F,Summers,,free,"Phoenix-Mesa-Scottsdale, AZ",,8
775,1,,Kaylee,F,Summers,,free,"Phoenix-Mesa-Scottsdale, AZ",,8
775,2,,Kaylee,F,Summers,,free,"Phoenix-Mesa-Scottsdale, AZ",,8
818,67,The Killers,Lily,F,Koch,230.39955,paid,"Chicago-Naperville-Elgin, IL-IN-WI",The Ballad of Michael Valentine,15
818,68,Alliance Ethnik,Lily,F,Koch,195.94404,paid,"Chicago-Naperville-Elgin, IL-IN-WI",SinceritÃÂ© Et Jalousie,15
818,69,Enya,Lily,F,Koch,289.802,paid,"Chicago-Naperville-Elgin, IL-IN-WI",China Roses,15
818,70,Aya RL,Lily,F,Koch,225.43628,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Jazz,15
818,71,,Lily,F,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",,15
818,72,,,,,,paid,,,
818,73,,,,,,paid,,,
820,0,Clor,Ryan,M,Smith,227.68281,free,"San Jose-Sunnyvale-Santa Clara, CA",Love + Pain,26
820,1,Alejandro Fernandez,Ryan,M,Smith,262.84363,free,"San Jose-Sunnyvale-Santa Clara, CA",Solitario Y Solo,26
820,2,Yonder Mountain String Band,Ryan,M,Smith,152.18893,free,"San Jose-Sunnyvale-Santa Clara, CA",Midwest Gospel Radio,26
824,0,K'Naan,Ava,F,Robinson,220.49914,free,"New Haven-Milford, CT",Wavin'  Flag,50
828,0,Cradle Of Filth,Kate,F,Harrell,453.09342,paid,"Lansing-East Lansing, MI",Her Ghost In The Fog,97
828,1,Amanda Marshall,Kate,F,Harrell,274.28526,paid,"Lansing-East Lansing, MI",Let It Rain,97
828,2,Rammstein,Kate,F,Harrell,272.40444,paid,"Lansing-East Lansing, MI",Sonne,97
828,3,Cat Stevens,Kate,F,Harrell,167.6273,paid,"Lansing-East Lansing, MI",If You Want To Sing Out_ Sing Out,97
828,4,Emma Shapplin,Kate,F,Harrell,267.62404,paid,"Lansing-East Lansing, MI",Spente Le Stelle,97
828,5,Modest Mouse,Kate,F,Harrell,209.52771,paid,"Lansing-East Lansing, MI",Float On,97
828,6,Flaco Jimenez,Kate,F,Harrell,155.81995,paid,"Lansing-East Lansing, MI",En El Cielo No Hay Cerveza (In Heaven There Is No Beer),97
828,7,Modest Mouse,Kate,F,Harrell,209.52771,paid,"Lansing-East Lansing, MI",Float On,97
828,8,Cedric Gervais feat. Second Sun,Kate,F,Harrell,230.32118,paid,"Lansing-East Lansing, MI",Pills (Radio Edit) (Radio Edit),97
828,9,Sheena Easton,Kate,F,Harrell,239.62077,paid,"Lansing-East Lansing, MI",Strut (1993 Digital Remaster),97
828,10,Everything But The Girl,Kate,F,Harrell,218.74893,paid,"Lansing-East Lansing, MI",My Baby Don't Love Me,97
828,11,Florence + The Machine,Kate,F,Harrell,219.66322,paid,"Lansing-East Lansing, MI",Dog Days Are Over (Radio Edit),97
828,12,BoDeans,Kate,F,Harrell,354.01098,paid,"Lansing-East Lansing, MI",Naked (Live),97
828,13,OneRepublic,Kate,F,Harrell,208.14322,paid,"Lansing-East Lansing, MI",Apologize,97
828,14,Miley Cyrus,Kate,F,Harrell,194.45506,paid,"Lansing-East Lansing, MI",Full Circle,97
828,15,Coldplay,Kate,F,Harrell,139.12771,paid,"Lansing-East Lansing, MI",Don't Panic,97
828,16,Atreyu,Kate,F,Harrell,308.37506,paid,"Lansing-East Lansing, MI",You Were The King_ Now You're Unconscious (Album Version),97
828,17,Bruce Springsteen,Kate,F,Harrell,270.54975,paid,"Lansing-East Lansing, MI",Born To Run,97
828,18,BjÃÂ¶rk,Kate,F,Harrell,348.57751,paid,"Lansing-East Lansing, MI",Undo,97
828,19,Big Shug,Kate,F,Harrell,140.56444,paid,"Lansing-East Lansing, MI",It Just Don't Stop,97
828,20,The Wallflowers,Kate,F,Harrell,315.24526,paid,"Lansing-East Lansing, MI",Be Your Own Girl,97
828,21,Chris Brown,Kate,F,Harrell,203.80689,paid,"Lansing-East Lansing, MI",Ain't No Way (You Won't Love Me),97
828,22,Charly GarcÃÂ­a,Kate,F,Harrell,231.73179,paid,"Lansing-East Lansing, MI",Filosofia Barata Y Zapatos De Goma,97
828,23,N.W.A ft. Eazy-E,Kate,F,Harrell,338.18077,paid,"Lansing-East Lansing, MI",Boyz-N-The-Hood,97
828,24,The Mighty Mighty Bosstones,Kate,F,Harrell,158.87628,paid,"Lansing-East Lansing, MI",1/2/2008,97
828,25,Beastie Boys,Kate,F,Harrell,211.722,paid,"Lansing-East Lansing, MI",Unite (2009 Digital Remaster),97
828,26,Yuksek,Kate,F,Harrell,218.95791,paid,"Lansing-East Lansing, MI",Take A Ride,97
828,27,Fernando Ubiergo,Kate,F,Harrell,218.74893,paid,"Lansing-East Lansing, MI",Cuando Agosto Era 21,97
828,28,Phoenix,Kate,F,Harrell,192.86159,paid,"Lansing-East Lansing, MI",Napoleon Says,97
790,0,Radney Foster,Jayden,M,Fox,288.96608,free,"New Orleans-Metairie, LA",Sweet And Wild,101
790,1,Neneh Cherry,Jayden,M,Fox,232.202,free,"New Orleans-Metairie, LA",Manchild,101
785,0,Hooligans,Ayla,F,Johnson,189.98812,free,"Santa Rosa, CA",Szex & KV,63
786,0,Kid Cudi / MGMT / Ratatat,Lily,F,Burns,295.67955,free,"New York-Newark-Jersey City, NY-NJ-PA",Pursuit Of Happiness (nightmare),32
351,0,Foals,Morris,M,Gilmore,316.89098,free,"Raleigh, NC",Blue Blood,23
351,1,'N Sync/Phil Collins,Morris,M,Gilmore,143.64689,free,"Raleigh, NC",Trashin' The Camp (Phil And 'N Sync Version),23
838,0,Kristian Stanfill,Jayden,M,Fox,287.50322,free,"New Orleans-Metairie, LA",I Need You,101
838,1,Enrique Iglesias,Jayden,M,Fox,241.42322,free,"New Orleans-Metairie, LA",Tired Of Being Sorry,101
838,2,Michael Cretu,Jayden,M,Fox,301.06077,free,"New Orleans-Metairie, LA",The Invisible Man,101
838,3,Tommy Emmanuel,Jayden,M,Fox,168.14975,free,"New Orleans-Metairie, LA",Windy & Warm,101
838,4,,Jayden,M,Fox,,free,"New Orleans-Metairie, LA",,101
838,5,,,,,,free,,,
838,6,,,,,,free,,,
838,7,,Jayden,M,Fox,,free,"New Orleans-Metairie, LA",,101
523,0,,Jordan,F,Rodriguez,,free,"Los Angeles-Long Beach-Anaheim, CA",,68
772,0,Cherise,Stefany,F,White,229.69424,free,"Lubbock, TX",No Good 4 You,83
835,0,,Ryan,M,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",,26
662,0,Anna Waronker,Jayden,F,Duffy,189.6224,free,"Seattle-Tacoma-Bellevue, WA",Nothing Personal,76
763,0,King ChangÃÂ³,Cecilia,F,Owens,340.74077,free,"Atlanta-Sandy Springs-Roswell, GA",ConfesiÃÂ³n,6
763,1,Gang Of Four,Cecilia,F,Owens,193.14893,free,"Atlanta-Sandy Springs-Roswell, GA",I Found That Essence Rare,6
763,2,Line Renaud,Cecilia,F,Owens,176.16934,free,"Atlanta-Sandy Springs-Roswell, GA",Le Soir,6
823,0,,,,,,paid,,,
823,1,,Tegan,F,Levine,,paid,"Portland-South Portland, ME",,80
823,2,the bird and the bee,Tegan,F,Levine,198.1122,paid,"Portland-South Portland, ME",Last Day Of Our Love,80
831,0,,,,,,paid,,,
831,1,,,,,,paid,,,
275,1,Muse,Harper,M,Barrett,209.50159,paid,"New York-Newark-Jersey City, NY-NJ-PA",Supermassive Black Hole (Twilight Soundtrack Version),42
275,2,Beastie Boys,Harper,M,Barrett,161.56689,paid,"New York-Newark-Jersey City, NY-NJ-PA",Lighten Up,42
275,3,Shakira,Harper,M,Barrett,145.84118,paid,"New York-Newark-Jersey City, NY-NJ-PA",Pienso En Ti,42
275,4,Selena,Harper,M,Barrett,172.66893,paid,"New York-Newark-Jersey City, NY-NJ-PA",Amor Prohibido,42
275,5,Kid Cudi Vs Crookers,Harper,M,Barrett,162.97751,paid,"New York-Newark-Jersey City, NY-NJ-PA",Day 'N' Nite,42
275,6,Rise Against,Harper,M,Barrett,179.59138,paid,"New York-Newark-Jersey City, NY-NJ-PA",Black Masks & Gasoline,42
275,7,Fall Out Boy,Harper,M,Barrett,211.69587,paid,"New York-Newark-Jersey City, NY-NJ-PA",I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),42
275,8,Jack Johnson,Harper,M,Barrett,196.12689,paid,"New York-Newark-Jersey City, NY-NJ-PA",Staple It Together,42
275,9,Twista feat. Kayne West & Jamie Foxx,Harper,M,Barrett,212.55791,paid,"New York-Newark-Jersey City, NY-NJ-PA",Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version),42
275,10,Train,Harper,M,Barrett,216.76363,paid,"New York-Newark-Jersey City, NY-NJ-PA",Hey_ Soul Sister,42
275,11,Rihanna,Harper,M,Barrett,293.82485,paid,"New York-Newark-Jersey City, NY-NJ-PA",Rehab,42
275,12,Man Man,Harper,M,Barrett,222.45832,paid,"New York-Newark-Jersey City, NY-NJ-PA",Van Helsing Boombox,42
275,13,Ween,Harper,M,Barrett,276.13995,paid,"New York-Newark-Jersey City, NY-NJ-PA",The Stallion,42
275,14,Charttraxx Karaoke,Harper,M,Barrett,225.17506,paid,"New York-Newark-Jersey City, NY-NJ-PA",Fireflies,42
275,15,Digitalism,Harper,M,Barrett,208.24771,paid,"New York-Newark-Jersey City, NY-NJ-PA",I Want I Want,42
275,16,Dispatch,Harper,M,Barrett,247.50975,paid,"New York-Newark-Jersey City, NY-NJ-PA",Railway,42
275,17,Postal Service,Harper,M,Barrett,294.47791,paid,"New York-Newark-Jersey City, NY-NJ-PA",Clark Gable (Album),42
275,18,Patricia Barber,Harper,M,Barrett,317.83138,paid,"New York-Newark-Jersey City, NY-NJ-PA",Phaeton,42
275,19,Enur,Harper,M,Barrett,203.4673,paid,"New York-Newark-Jersey City, NY-NJ-PA",Ucci Ucci feat. Nicki Minaj & The Chopper City Boyz,42
275,20,Hybrid,Harper,M,Barrett,379.61098,paid,"New York-Newark-Jersey City, NY-NJ-PA",Choke,42
275,21,Riverside,Harper,M,Barrett,236.2771,paid,"New York-Newark-Jersey City, NY-NJ-PA",Stuck Between,42
275,22,Enigma,Harper,M,Barrett,272.48281,paid,"New York-Newark-Jersey City, NY-NJ-PA",Smell Of Desire.,42
275,23,Arcade Fire,Harper,M,Barrett,267.80689,paid,"New York-Newark-Jersey City, NY-NJ-PA",Headlights Look Like Diamonds,42
275,24,,Harper,M,Barrett,,paid,"New York-Newark-Jersey City, NY-NJ-PA",,42
275,25,Spoon,Harper,M,Barrett,274.36363,paid,"New York-Newark-Jersey City, NY-NJ-PA",Out Go The Lights,42
275,26,The Wannadies,Harper,M,Barrett,170.86649,paid,"New York-Newark-Jersey City, NY-NJ-PA",You & Me Song,42
275,27,Tricky,Harper,M,Barrett,261.43302,paid,"New York-Newark-Jersey City, NY-NJ-PA",Girls (Album version),42
275,28,Tony Rice,Harper,M,Barrett,321.98485,paid,"New York-Newark-Jersey City, NY-NJ-PA",Wayfaring Stranger,42
275,29,Rasheeda,Harper,M,Barrett,212.40118,paid,"New York-Newark-Jersey City, NY-NJ-PA",Sweep The Flo (Featuring Diamond),42
275,30,George Younce,Harper,M,Barrett,191.68608,paid,"New York-Newark-Jersey City, NY-NJ-PA",This Old House w/ When The Saints Medley,42
275,31,Alex Gopher,Harper,M,Barrett,221.6224,paid,"New York-Newark-Jersey City, NY-NJ-PA",Brain Leech,42
275,32,Aphex Twin,Harper,M,Barrett,430.18404,paid,"New York-Newark-Jersey City, NY-NJ-PA",Didgeridoo,42
275,33,Emmanuel Moire,Harper,M,Barrett,277.08036,paid,"New York-Newark-Jersey City, NY-NJ-PA",LÃÂ  OÃÂ¹ Je Pars,42
275,34,Josh Turner,Harper,M,Barrett,212.16608,paid,"New York-Newark-Jersey City, NY-NJ-PA",I Wouldn't Be A Man,42
336,0,Carlos Y JosÃÂ©,Chloe,F,Cuevas,166.45179,free,"San Francisco-Oakland-Hayward, CA",Soy AlbaÃÂ±il,49
288,0,Motionless in White,Cecilia,F,Owens,217.57342,free,"Atlanta-Sandy Springs-Roswell, GA",Ghost In The Mirror,6
395,0,Feist,Layla,F,Griffin,184.94649,paid,"Lake Havasu City-Kingman, AZ",My Moon My Man,24
395,1,,Layla,F,Griffin,,paid,"Lake Havasu City-Kingman, AZ",,24
398,0,Postal Service,Tegan,F,Levine,300.53832,paid,"Portland-South Portland, ME",We Will Become Silhouettes (Album),80
390,0,,Jayden,M,Fox,,free,"New Orleans-Metairie, LA",,101
398,1,Stevie Ray Vaughan And Double Trouble,Tegan,F,Levine,258.82077,paid,"Portland-South Portland, ME",Life Without You,80
166,0,AFI,Hannah,F,Calhoun,176.48281,free,"Los Angeles-Long Beach-Anaheim, CA",Miseria Cantare--The Beginning,64
276,0,,,,,,paid,,,
276,1,,,,,,paid,,,
276,2,,Sara,F,Johnson,,paid,"Winston-Salem, NC",,95
276,3,Lonnie Gordon,Sara,F,Johnson,181.21098,paid,"Winston-Salem, NC",Catch You Baby (Steve Pitron & Max Sanna Radio Edit),95
276,4,Harry Connick_ Jr.,Sara,F,Johnson,197.09342,paid,"Winston-Salem, NC",My Blue Heaven,95
276,5,Andres Calamaro,Sara,F,Johnson,122.33098,paid,"Winston-Salem, NC",Crucificame,95
276,6,Tub Ring,Sara,F,Johnson,233.69098,paid,"Winston-Salem, NC",Invalid,95
142,0,Brian Poole & The Tremeloes,Kimber,F,Norris,115.66975,free,"New York-Newark-Jersey City, NY-NJ-PA",I Can Dance,47
142,1,War,Kimber,F,Norris,244.03546,free,"New York-Newark-Jersey City, NY-NJ-PA",The World Is A Ghetto,47
142,2,,Kimber,F,Norris,,free,"New York-Newark-Jersey City, NY-NJ-PA",,47
409,0,Kanye West / Consequence / Cam'Ron,Tegan,F,Levine,333.34812,paid,"Portland-South Portland, ME",Gone,80
409,1,David Banner,Tegan,F,Levine,232.75057,paid,"Portland-South Portland, ME",Play,80
271,0,Kreator,Devin,M,Larson,287.9473,free,"Tampa-St. Petersburg-Clearwater, FL",Second awakening,60
409,2,Cipher,Tegan,F,Levine,311.2224,paid,"Portland-South Portland, ME",Protoculture (Sankofa),80
409,3,Daft Punk,Tegan,F,Levine,416.522,paid,"Portland-South Portland, ME",Emotion,80
66,0,Taylor Swift,Colm,M,Santana,233.89995,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",Love Story,67
409,4,The Police,Tegan,F,Levine,289.2273,paid,"Portland-South Portland, ME",Message In A Bottle,80
409,5,JayMay,Tegan,F,Levine,590.91546,paid,"Portland-South Portland, ME",You'd Rather Run,80
331,0,,Martin,M,Johnson,,free,"Minneapolis-St. Paul-Bloomington, MN-WI",,55
331,1,Amy Adams,Martin,M,Johnson,128.62649,free,"Minneapolis-St. Paul-Bloomington, MN-WI",Happy Working Song,55
409,6,Shinedown,Tegan,F,Levine,220.39465,paid,"Portland-South Portland, ME",Second Chance (Album Version),80
331,2,Amy Winehouse,Martin,M,Johnson,141.24363,free,"Minneapolis-St. Paul-Bloomington, MN-WI",Some Unholy War,55
409,7,T.I. & DJ Drama,Tegan,F,Levine,245.9424,paid,"Portland-South Portland, ME",Ride Wit Me,80
362,0,Gang Starr,Lily,F,Koch,194.2722,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Soliloquy Of Chaos (Explicit),15
362,1,,Lily,F,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",,15
409,8,Benny Benassi,Tegan,F,Levine,207.49016,paid,"Portland-South Portland, ME",Who's Your Daddy? ,80
362,2,Paramore,Lily,F,Koch,215.09179,paid,"Chicago-Naperville-Elgin, IL-IN-WI",When It Rains (Album Version),15
409,9,Metallica,Tegan,F,Levine,319.73832,paid,"Portland-South Portland, ME",Mama Said,80
362,3,A-Ha,Lily,F,Koch,246.25587,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Forever Not Yours (Album Version  - NY Mix II),15
409,10,Easy Star All-Stars,Tegan,F,Levine,244.81914,paid,"Portland-South Portland, ME",Lovely Rita (feat. Bunny Rugs and U Roy),80
362,4,Alter Bridge,Lily,F,Koch,286.35383,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Down To My Last,15
409,11,O Terco,Tegan,F,Levine,431.20281,paid,"Portland-South Portland, ME",Mudanca De Tempo,80
362,5,Nightwish,Lily,F,Koch,330.97098,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Walking In The Air,15
409,12,Augustana,Tegan,F,Levine,196.70159,paid,"Portland-South Portland, ME",Mayfield,80
362,6,Anita Ward,Lily,F,Koch,491.93751,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Ring My Bell,15
409,13,Gaz Nevada,Tegan,F,Levine,390.21669,paid,"Portland-South Portland, ME",I C Love Affair,80
362,7,Flamin' Groovies,Lily,F,Koch,299.65016,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Slow Death,15
362,8,,Lily,F,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",,15
362,9,,Lily,F,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",,15
409,14,isis,Tegan,F,Levine,406.12526,paid,"Portland-South Portland, ME",Carry,80
362,10,,Lily,F,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",,15
362,11,Five Iron Frenzy,Lily,F,Koch,236.09424,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Canada,15
362,12,Frankie HI-NRG MC,Lily,F,Koch,104.09751,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Pace E Guerra,15
416,0,Alliance Ethnik,Tegan,F,Levine,252.21179,paid,"Portland-South Portland, ME",ReprÃÂ©sente,80
416,1,Pavement,Tegan,F,Levine,99.16036,paid,"Portland-South Portland, ME",Mercy:The Laundromat,80
416,2,4 Skins,Tegan,F,Levine,165.51138,paid,"Portland-South Portland, ME",Clockwork Skinhead,80
416,3,Thrice,Tegan,F,Levine,249.46893,paid,"Portland-South Portland, ME",Wood And Wire,80
408,0,Van Halen,Jayden,M,Fox,289.38404,free,"New Orleans-Metairie, LA",Best Of Both Worlds (Remastered Album Version),101
340,0,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Theodore,M,Harris,277.15873,free,"Red Bluff, CA",Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),14
227,0,Hot Chip,Ann,F,Banks,230.29506,free,"Salt Lake City, UT",My Brother Is Watching Me,99
416,4,Lasgo,Tegan,F,Levine,192.80934,paid,"Portland-South Portland, ME",Over You,80
408,1,Peter Sellers,Jayden,M,Fox,142.39302,free,"New Orleans-Metairie, LA",She Loves You,101
363,0,Alphaville,Lily,F,Burns,285.43955,free,"New York-Newark-Jersey City, NY-NJ-PA",Big In Japan (Original),32
416,5,Eneida Marta,Tegan,F,Levine,223.55546,paid,"Portland-South Portland, ME",Mindjer dÃÂ´ce mel,80
227,1,Astral Projection,Ann,F,Banks,585.42975,free,"Salt Lake City, UT",Flying Into a Star,99
416,6,Gare du Nord,Tegan,F,Levine,221.98812,paid,"Portland-South Portland, ME",Marvin & Miles,80
416,7,Florence + The Machine,Tegan,F,Levine,219.66322,paid,"Portland-South Portland, ME",Dog Days Are Over (Radio Edit),80
416,8,The White Stripes,Tegan,F,Levine,232.61995,paid,"Portland-South Portland, ME",Seven Nation Army,80
108,0,Bouncing Souls,Ava,F,Robinson,66.01098,free,"London, KY",East Side Mags,13
108,1,Coldplay,Ava,F,Robinson,311.27465,free,"London, KY",The Scientist,13
416,9,Kings Of Leon,Tegan,F,Levine,201.79546,paid,"Portland-South Portland, ME",Revelry,80
416,10,Mad Caddies,Tegan,F,Levine,181.81179,paid,"Portland-South Portland, ME",Backyard,80
406,0,Phil Collins,Cecilia,F,Owens,239.85587,free,"Atlanta-Sandy Springs-Roswell, GA",The Way You Look Tonight (Live Version),6
416,11,Parachute,Tegan,F,Levine,230.5824,paid,"Portland-South Portland, ME",The Mess I Made,80
368,0,,Kinsley,F,Young,,free,"Red Bluff, CA",,85
368,1,Escape The Fate,Kinsley,F,Young,283.34975,free,"Red Bluff, CA",My Apocalypse,85
416,12,Booka Shade,Tegan,F,Levine,336.45669,paid,"Portland-South Portland, ME",Teenage Spaceman,80
368,2,,Kinsley,F,Young,,free,"Red Bluff, CA",,85
368,3,,Kinsley,F,Young,,free,"Red Bluff, CA",,85
368,4,,Kinsley,F,Young,,paid,"Red Bluff, CA",,85
368,5,Modern Lovers,Kinsley,F,Young,180.27057,paid,"Red Bluff, CA",Modern world,85
423,0,Tub Ring,Cecilia,F,Owens,233.69098,free,"Atlanta-Sandy Springs-Roswell, GA",Invalid,6
416,13,Black Box,Tegan,F,Levine,247.03955,paid,"Portland-South Portland, ME",Everybody Everybody,80
368,6,Cass Phang,Kinsley,F,Young,249.05098,paid,"Red Bluff, CA",Ye Feng Ling,85
416,14,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Tegan,F,Levine,277.15873,paid,"Portland-South Portland, ME",Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),80
368,7,Adina Howard,Kinsley,F,Young,210.33751,paid,"Red Bluff, CA",Buttnaked,85
416,15,Queens Of The Stone Age,Tegan,F,Levine,254.77179,paid,"Portland-South Portland, ME",No One Knows,80
368,8,Mondo Marcio,Kinsley,F,Young,218.06975,paid,"Red Bluff, CA",Il Solo Rimasto,85
416,16,Steve Miller Band,Tegan,F,Levine,242.46812,paid,"Portland-South Portland, ME",Living In The U.S.A. (1991 Digital Remaster),80
368,9,Lil Wayne / Eminem,Kinsley,F,Young,229.58975,paid,"Red Bluff, CA",Drop The World,85
368,10,4hero feat. FACE,Kinsley,F,Young,304.71791,paid,"Red Bluff, CA",Stoke Up The Fire,85
416,17,Toby Keith,Tegan,F,Levine,238.44526,paid,"Portland-South Portland, ME",Whiskey Girl,80
416,18,Los Fabulosos Cadillacs,Tegan,F,Levine,353.93261,paid,"Portland-South Portland, ME",Muy_ Muy Temprano,80
368,11,Amon Amarth,Kinsley,F,Young,257.27955,paid,"Red Bluff, CA",Under The Northern Star,85
17,0,Markus KrunegÃÂ¥rd,Jacob,M,Rogers,185.5473,free,"San Diego-Carlsbad, CA",Genom tunna tyger,18
17,1,Michael B.,Jacob,M,Rogers,197.3024,free,"San Diego-Carlsbad, CA",Geh Deinen Weg,18
368,12,The Serendipity Singers,Kinsley,F,Young,163.21261,paid,"Red Bluff, CA",Don't Let The Rain Come Down (Crooked Little Man),85
416,19,Sheena Easton,Tegan,F,Levine,239.62077,paid,"Portland-South Portland, ME",Strut (1993 Digital Remaster),80
368,13,Skillet,Kinsley,F,Young,210.02404,paid,"Red Bluff, CA",Falling Inside The Black (Album Version),85
416,20,The Bevis Frond,Tegan,F,Levine,265.32526,paid,"Portland-South Portland, ME",Into The Cryptic Mist,80
368,14,Kingston Trio,Kinsley,F,Young,193.07057,paid,"Red Bluff, CA",Greenback Dollar,85
416,21,The Black Keys,Tegan,F,Levine,269.29587,paid,"Portland-South Portland, ME",Ten Cent Pistol,80
368,15,Jack Johnson,Kinsley,F,Young,141.87057,paid,"Red Bluff, CA",Times Like These,85
368,16,Great White,Kinsley,F,Young,357.14567,paid,"Red Bluff, CA",House Of Broken Love,85
416,22,Blind Melon,Tegan,F,Levine,217.15546,paid,"Portland-South Portland, ME",No Rain,80
420,0,Aerosmith,Lily,F,Burns,301.76608,free,"New York-Newark-Jersey City, NY-NJ-PA",Fly Away From Here,32
416,23,311,Tegan,F,Levine,191.79057,paid,"Portland-South Portland, ME",Solar Flare,80
368,17,Haloo Helsinki!,Kinsley,F,Young,223.42485,paid,"Red Bluff, CA",Kaaos ei karkaa,85
416,24,Dakota Oak,Tegan,F,Levine,45.63546,paid,"Portland-South Portland, ME",Baker's Blue Jay Yarn,80
416,25,Bow Wow feat. Chris Brown and JohntÃÂ¡ Austin,Tegan,F,Levine,268.06812,paid,"Portland-South Portland, ME",Shortie Like Mine,80
368,18,Angus & Julia Stone,Kinsley,F,Young,265.29914,paid,"Red Bluff, CA",Hold On,85
416,26,Rammstein,Tegan,F,Levine,228.46649,paid,"Portland-South Portland, ME",Adios,80
368,19,The Avett Brothers,Kinsley,F,Young,233.84771,paid,"Red Bluff, CA",Shame,85
416,27,Jose Cid,Tegan,F,Levine,202.23955,paid,"Portland-South Portland, ME",Madrugada Na Praia Deserta,80
368,20,A Perfect Circle,Kinsley,F,Young,291.52608,paid,"Red Bluff, CA",Vanishing,85
416,28,Ron Carter,Tegan,F,Levine,497.13587,paid,"Portland-South Portland, ME",I CAN'T GET STARTED,80
416,29,Muse,Tegan,F,Levine,255.08526,paid,"Portland-South Portland, ME",Do We Need This?,80
416,30,The Black Keys,Tegan,F,Levine,191.76444,paid,"Portland-South Portland, ME",Howlin For You,80
341,0,Linkin Park,Adler,M,Barrera,164.41424,free,"New York-Newark-Jersey City, NY-NJ-PA",Bleed It Out (Album Version),100
416,31,Jonny L,Tegan,F,Levine,401.52771,paid,"Portland-South Portland, ME",Microdaze,80
416,32,Dangerdoom,Tegan,F,Levine,146.85995,paid,"Portland-South Portland, ME",Crosshairs,80
416,33,Jack Johnson,Tegan,F,Levine,212.68853,paid,"Portland-South Portland, ME",Breakdown,80
416,34,Foo Fighters,Tegan,F,Levine,271.38567,paid,"Portland-South Portland, ME",The Pretender,80
416,35,Sleater-kinney,Tegan,F,Levine,264.4371,paid,"Portland-South Portland, ME",Jumpers (Album),80
